Method,Academic_Year,Issuing_Body,BOE_Publication_Date,Deadline_University,Deadline_NonUniversity,Late_Application_Allowed,Application_Channel,Total_Budget,Fixed_Income_Amount,Residence_Amount,Minimum_Variable_Amount,Eligible_Studies_NonUniversity,Eligible_Studies_University,Explicit_Exclusions
RegEx,2024-2025,SECRETARÍA DE ESTADO DE EDUCACIÓN,13/03/2024,Desde 19 de marzo de 2024 hasta 10 de mayo de 2024,Desde 19 de marzo de 2024 hasta 10 de mayo de 2024,"Sí, hasta el 31 de diciembre de 2024, en caso de fallecimiento del sustentador principal o por jubilación forzosa sobrevenida (no por edad reglamentaria).",Solicitud telemática en sede electrónica: https://sede.educacion.gob.es y https://www.educacionyfp.gob.es/,2.536 millones de euros,"1.700,00 €","1.700,00 €","60,00 €","a) Primer y segundo cursos de bachillerato.
b) Ciclos de Formación Profesional de grado medio y de grado superior, incluidos los
estudios de formación profesional realizados en los centros docentes militares.
c) Enseñanzas artísticas profesionales.
d) Enseñanzas deportivas.
e) Enseñanzas artísticas superiores.
f) Estudios religiosos superiores.
g) Estudios de idiomas realizados en escuelas oficiales de titularidad de las
administraciones educativas, incluida la modalidad de distancia.
h) Cursos de acceso y cursos de preparación para las pruebas de acceso a la formación
profesional y cursos de formación específicos para el acceso a los ciclos formativos de
grado medio y de grado superior impartidos en centros públicos y en centros privados
concertados que tengan autorizadas enseñanzas de formación profesional.
3
CSV : GEN-4da0-cf85-8491-2f33-d12b-b04e-3c41-664e
DIRECCIÓN DE VALIDACIÓN : https://sede.administracion.gob.es/pagSedeFront/servicios/consultaCSV.htm
FIRMANTE(1) : JOSE MANUEL BAR CENDÓN | FECHA : 13/03/2024 19:03 | Aprueba
...tlusnoc/soicivres/tnorFedeSgap/se.bog.noicartsinimda.edes//:sptth
:
nóiccerid
etneiugis
al
ne
otnemucod
etse
ed
dadirgetni
al
racifirev
edeuP
|
e466-14c3-e40b-b21d-33f2-1948-58fc-0ad4-NEG
:
nóicacifireV
ed
oruges
ogidóC
i) Ciclos Formativos de Grado Básico.","a) Enseñanzas universitarias conducentes a títulos oficiales de grado y de máster,
incluidos los estudios de grado y máster cursados en los centros universitarios de la
defensa y de la guardia civil, así como los cursados en el Centro Universitario de Formación
de la Policía Nacional, O.A.
Para la concesión de beca será necesario que las tasas correspondientes deban ser
abonadas a una universidad española.
b) Curso de preparación para acceso a la universidad de mayores de 25 años impartido
por universidades públicas.
c) Complementos de formación para acceso u obtención del título de máster y créditos
complementarios para la obtención del título de grado. No se incluyen en esta convocatoria
las becas para la realización de estudios correspondientes al tercer ciclo o doctorado,
estudios de especialización ni títulos propios de las universidades.","las becas para la realización de estudios correspondientes al tercer ciclo o doctorado,"
